Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,nicotine_strength (product.metafields.custom.nicotine_strength),Showcase - Best Seller (product.metafields.custom.showcase_best_seller),Showcase - Featured (product.metafields.custom.showcase_featured),Showcase - Hero Accessories (product.metafields.custom.showcase_hero_accessories),Showcase - Hero CBD (product.metafields.custom.showcase_hero_cbd),Showcase - Hero Devices (product.metafields.custom.showcase_hero_devices),Showcase - Hero Disposables (product.metafields.custom.showcase_hero_disposables),Showcase - Hero E-Liquids (product.metafields.custom.showcase_hero_eliquids),Showcase - Hero Nicotine Pouches (product.metafields.custom.showcase_hero_nicotine_pouches),Showcase - Hero Pods/Coils (product.metafields.custom.showcase_hero_pods_coils),Showcase - New Arrival (product.metafields.custom.showcase_new_arrival),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),E-liquid variety (product.metafields.shopify.e-liquid-variety),VG/PG ratio (product.metafields.shopify.vg-pg-ratio),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Forest Fruits,,,,,,,,EF0323Z0143,31.7514659,shopify,190,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289225.webp?v=1763943100,5,267289225.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289226.webp?v=1763943092,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Blackcurrant,,,,,,,,EF0318Z0143,31.7514659,shopify,0,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289226.webp?v=1763943092,6,267289226.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289223.webp?v=1763943087,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Ice Mint,,,,,,,,EF0320Z0143,31.7514659,shopify,149,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289227.webp?v=1763943096,7,267289227.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289224.webp?v=1763943091,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Classic Tobacco,,,,,,,,EF0322Z0143,31.7514659,shopify,179,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289228.webp?v=1763943098,8,267289228.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289225.webp?v=1763943100,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Apple & Mint,,,,,,,,EF0321Z0143,31.7514659,shopify,0,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289229.webp?v=1763943096,9,267289229.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Cola & Cherry,,,,,,,,EF0328Z0143,31.7514659,shopify,5,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289230.webp?v=1763943089,10,267289230.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289230.webp?v=1763943089,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Tropical Mint,,,,,,,,EF0326Z0143,31.7514659,shopify,73,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289228.webp?v=1763943098,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Cola & Vanilla,,,,,,,,EF0319Z0143,31.7514659,shopify,0,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.85,
20mg-77-slim-medium-nicotine-pouches-20-pouches,,,,,,,,,Peach & Mint,,,,,,,,EF0317Z0143,31.7514659,shopify,50,deny,manual,2.96,3.7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.85,
15mg-clew-nicotine-pouches-20-pouches,15mg CLEW Nicotine Pouches - 20 Pouches,"<p><span>CLEW Nicotine Pouches in 15mg strength offer a modern, tobacco-free alternative for those seeking a clean and convenient nicotine experience. Each can contains 20 slim, discreet pouches designed for comfortable placement under the upper lip, delivering a smooth and steady release of nicotine throughout the day. These pouches are formulated with pharmaceutical-grade nicotine and premium flavourings, ensuring a gratifying sensation with every use.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li><span>Nicotine Strength: 15mg</span></li>
<li><span>20 Pouches</span></li>
<li><span>Tobacco Free</span></li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li><span>Blueberry</span></li>
<li><span>Cool Mint</span></li>
<li><span>Menthol</span></li>
<li><span>Spearmint</span></li>
<li><span>Watermelon</span></li>
<li><span>Wintergreen</span></li>
<li><span>Coffee</span></li>
<li><span>Citrus</span></li>
</ul>",CLEW,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"15mg, beverages, fruity, ice, nic_salt, nic_strength=15, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Menthol,,,,,,,,EI0353X0532,31.7514659,shopify,200,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289357.webp?v=1763942989,1,267289357.webp,FALSE,15mg CLEW Nicotine Pouches - 20 Pouches,"Buy CLEW CLEW 15mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EI0353X0532,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"clew, 15mg, 15 mg, nicotine pouches, nic pouches, tobacco free",,lb,,1.75,active
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Blueberry,,,,,,,,EI0349X0532,31.7514659,shopify,196,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289358.webp?v=1763942989,2,267289358.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Watermelon,,,,,,,,EI0355X0532,31.7514659,shopify,197,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289359.webp?v=1763942990,3,267289359.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Spearmint,,,,,,,,EI0354X0532,31.7514659,shopify,197,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289360.webp?v=1763942990,4,267289360.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Coffee,,,,,,,,EI0351X0532,31.7514659,shopify,198,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289361.webp?v=1763942990,5,267289361.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Cool Mint,,,,,,,,EI0352X0532,31.7514659,shopify,197,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289362.webp?v=1763942991,6,267289362.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Citrus,,,,,,,,EI0350X0532,31.7514659,shopify,195,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289363.webp?v=1763942991,7,267289363.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Wintergreen,,,,,,,,EI0356X0532,31.7514659,shopify,196,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289364.webp?v=1763942991,8,267289364.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
15mg-clew-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289365.webp?v=1763942991,9,267289365.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6mg-ubbs-watermelon-regular-strength-nicotine-pouches-20-pouches,6mg Übbs Watermelon Regular Strength Nicotine Pouches - 20 Pouches,"<p data-mce-fragment=""1"">The Übbs Nicotine Pouches in 6mg strength offer a convenient and discreet way to enjoy nicotine without tobacco. Each pack contains 20 pouches that dissolve quickly in the mouth, providing a satisfying nicotine hit without smoke or unpleasant odours. These pouches are designed to offer a clean and enjoyable alternative to traditional tobacco products, making them perfect for those seeking a refreshing burst of flavour. With a focus on convenience and a wide range of flavours, Übbs Nicotine Pouches are an ideal choice for individuals looking for a new nicotine experience without the need for smoking or vaping.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 6 mg/g</li>
<li data-mce-fragment=""1"">Regular Strength </li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> </span>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes. <br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: <br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Watermelon </li>
</ul>",Übbs,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"6mg, nic_strength=6, nicotine_pouches, parse_attributes_0, pouch, tobacco, traditional_nicotine",TRUE,Title,Default Title,,,,,,,,AJ0069X0467,31.7514659,shopify,87,deny,manual,4,5,TRUE,TRUE,,,,,8904415400351,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289324.webp?v=1763942849,1,267289324.webp,FALSE,6mg Übbs Watermelon Regular Strength Nicotine Pouches - 2...,"Buy Übbs Übbs Watermelon Regular 6mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AJ0069X0467,new,FALSE,,,,,,6mg,,,,,,,,,,,,,,,,,"übbs, 6mg, 6 mg, melon, watermelon, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289324.webp?v=1763942849,lb,,2.5,active
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,10mg Aroma King Soft Kick Nicotine Pouches - 25 Pouches,"Transform your nicotine consumption with 10mg Aroma King Soft Kick Nicotine Pouches - 25 Pouches. This pack provides 25 discreet pouches for convenient and discreet satisfaction. With a mild nicotine kick, they are perfect for those seeking a gentler option. Enjoy nicotine without smoking or vaping, whether you're on the go or relaxing at home. Elevate your nicotine experience today with Aroma King Soft Kick Nicotine Pouches.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 10mg Per Pouch</li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 25 pouches</li>
<li data-mce-fragment=""1"">Tobacco-free, smoke-free and vapour-free</li>
</ul>
<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavours:<br data-mce-fragment=""1""></strong>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Candy Tobacco </li>
<li data-mce-fragment=""1"">Peach Ice </li>
<li data-mce-fragment=""1"">Rainbow Drops </li>
<li data-mce-fragment=""1"">Mango Ice </li>
<li data-mce-fragment=""1"">Double Mint </li>
<li data-mce-fragment=""1"">Muffin </li>
<li data-mce-fragment=""1"">Menthol Ice </li>
<li data-mce-fragment=""1"">Exotic Ice </li>
<li data-mce-fragment=""1"">Ruby Berry </li>
<li data-mce-fragment=""1"">Freeze Ice </li>
<li data-mce-fragment=""1"">Blueberry Ice </li>
<li data-mce-fragment=""1"">Cola Ice </li>
</ul>
<strong data-mce-fragment=""1""><br data-mce-fragment=""1""></strong>",Aroma King,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, 10mg, beverages, candy/sweets, fruity, ice, nic_strength=10, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Flavour,Peach Ice,,,,,,,,DD0344X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289231.webp?v=1763941273,1,267289231.webp,FALSE,10mg Aroma King Soft Kick Nicotine Pouches - 25 Pouches,"Buy Aroma King Aroma King Soft 10mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,DD0344X0339,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"aroma king, 10mg, 10 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289233.webp?v=1763941282,lb,,2.15,active
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Cola Ice,,,,,,,,DD0354X0339,31.7514659,shopify,3,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289232.webp?v=1763941276,2,267289232.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289243.webp?v=1763941279,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Mango Ice,,,,,,,,DD0346X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289233.webp?v=1763941282,3,267289233.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289235.webp?v=1763941277,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Blueberry Ice,,,,,,,,DD0353X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289234.webp?v=1763941291,4,267289234.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289242.webp?v=1763941283,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Rainbow Drops,,,,,,,,DD0345X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289235.webp?v=1763941277,5,267289235.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289234.webp?v=1763941291,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Ruby Berry,,,,,,,,DD0351X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289236.webp?v=1763941280,6,267289236.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289240.webp?v=1763941289,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Freeze Ice,,,,,,,,DD0352X0339,31.7514659,shopify,34,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289237.webp?v=1763941287,7,267289237.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289241.webp?v=1763941290,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Double Mint,,,,,,,,DD0347X0339,31.7514659,shopify,2,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289238.webp?v=1763941285,8,267289238.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289236.webp?v=1763941280,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Menthol Ice,,,,,,,,DD0349X0339,31.7514659,shopify,36,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289239.webp?v=1763941286,9,267289239.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289238.webp?v=1763941285,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Candy Tobacco,,,,,,,,DD0343X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289240.webp?v=1763941289,10,267289240.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289232.webp?v=1763941276,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Exotic Ice,,,,,,,,DD0350X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289241.webp?v=1763941290,11,267289241.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289239.webp?v=1763941286,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,Muffin,,,,,,,,DD0348X0339,31.7514659,shopify,0,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289242.webp?v=1763941283,12,267289242.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289237.webp?v=1763941287,lb,,2.15,
10mg-aroma-king-soft-kick-nicotine-pouches-25-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289243.webp?v=1763941279,13,267289243.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3mg-on-mini-regular-sweet-mint-nicotine-pouches-20-pouches,3mg On! Mini Regular Sweet Mint Nicotine Pouches - 20 Pouches,"<span data-mce-fragment=""1"">Enhance your nicotine experience with 3mg On! Mini Regular Sweet Mint Nicotine Pouches. These 20 conveniently-sized pouches are perfect for your daily routine. Each discreet, flavorful pouch delivers a satisfying hit and is easily portable. Whether you're a new or seasoned user, these pouches offer a versatile and enjoyable option for satisfying cravings. Don't miss out - try them now and see why they're a must-have for tobacco enthusiasts!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 3 mg Per Pouch </li>
<li data-mce-fragment=""1"">Regular Strength</li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 20 pouches </li>
</ul>
<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Sweet Mint<br data-mce-fragment=""1"">
</li>
</ul>",On!,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"3mg, ice, nic_strength=3, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,EB0189X0473,31.7514659,shopify,0,deny,manual,7.58,9.48,TRUE,TRUE,,,,,0000073189497,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289327.webp?v=1763941068,1,267289327.webp,FALSE,3mg On! Mini Regular Sweet Mint Nicotine Pouches - 20 Pou...,"Buy On! On! Mini Regular 3mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EB0189X0473,new,FALSE,,,,,,3mg,,,,,,,,,,,,,,,,,"on!, 3mg, 3 mg, mint, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289327.webp?v=1763941068,lb,,4.74,active
16mg-maggie-lite-nicotine-pouches-20-pouches,16mg Maggie Lite Nicotine Pouches - 20 Pouches,"<p>Discover the perfect balance of satisfaction and subtlety with the 16mg Maggie Lite Nicotine Pouches. This pack contains 20 carefully crafted pouches, each delivering a moderate 16mg dose of nicotine for a smooth and enjoyable experience. Ideal for those seeking a lighter nicotine option or for users transitioning from higher strengths, these pouches offer a discreet and convenient way to manage nicotine cravings without the need for smoking or vaping. The Maggie Lite Nicotine Pouches are designed for easy use - simply place a pouch between your gum and lip to experience a consistent release of nicotine that provides a gentle yet effective lift. With their compact size and mess-free design, these pouches are perfect for on-the-go use, whether you're at work, travelling, or socializing. Enjoy the satisfying nicotine experience of Maggie Lite Pouches anytime, anywhere, and embrace a cleaner, more versatile alternative to traditional tobacco products.<strong data-mce-fragment=""1""><br><br><br>Specifications:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 16mg Per Gram </li>
<li data-mce-fragment=""1"">Lite Strength<br>
</li>
<li data-mce-fragment=""1"">No Tobacco </li>
<li data-mce-fragment=""1"">Slim Pouch </li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 20 pouches<br>
</li>
</ul>
<p><strong>Direction of Use:</strong> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Flavour: <br></strong></p>
<ul>
<li>Cherry Tonic Wine </li>
<li>Mr Blue </li>
<li>Fruit Punch </li>
<li>Jamaican Kola </li>
</ul>
<p><!----><br></p>
<!----><!---->",Maggie,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"16mg, fruity, nic_salt, nicotine_pouches, parse_attributes_0, pouch, tobacco, traditional_nicotine",TRUE,Flavour,Mr Blue,,,,,,,,EH0061X0510,31.7514659,shopify,101,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289861.webp?v=1763940525,1,267289861.webp,FALSE,16mg Maggie Lite Nicotine Pouches - 20 Pouches,"Buy Maggie Maggie Lite 16mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EH0061X0510,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"maggie, 16mg, 16 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289863.webp?v=1763940530,lb,,2.15,active
16mg-maggie-lite-nicotine-pouches-20-pouches,,,,,,,,,Fruit Punch,,,,,,,,EH0062X0510,31.7514659,shopify,55,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289862.webp?v=1763940534,2,267289862.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289864.webp?v=1763940532,lb,,2.15,
16mg-maggie-lite-nicotine-pouches-20-pouches,,,,,,,,,Jamaican Kola,,,,,,,,EH0085X0510,31.7514659,shopify,74,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289863.webp?v=1763940530,3,267289863.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289865.webp?v=1763940529,lb,,2.15,
16mg-maggie-lite-nicotine-pouches-20-pouches,,,,,,,,,Cherry Tonic Wine,,,,,,,,EH0060X0510,31.7514659,shopify,84,deny,manual,3.44,4.3,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289864.webp?v=1763940532,4,267289864.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289862.webp?v=1763940534,lb,,2.15,
